File Type	File Name	Published Url
Content	docs-ref-autogen/azure-sphere/Error-Reporting.yml	https://review.docs.microsoft.com/en-us/rest/api/azure-sphere/error-reporting?branch=master
Content	docs-ref-autogen/azure-sphere/Error-Reporting/Error-Reporting-List.yml	https://review.docs.microsoft.com/en-us/rest/api/azure-sphere/error-reporting/error-reporting-list?branch=master
Content	docs-ref-autogen/azure-sphere/Image.yml	https://review.docs.microsoft.com/en-us/rest/api/azure-sphere/image?branch=master
Content	docs-ref-autogen/azure-sphere/Image/Get-Metadata.yml	https://review.docs.microsoft.com/en-us/rest/api/azure-sphere/image/get-metadata?branch=master
Content	docs-ref-autogen/azure-sphere/Image/Get-Status.yml	https://review.docs.microsoft.com/en-us/rest/api/azure-sphere/image/get-status?branch=master
Content	docs-ref-autogen/azure-sphere/Image/Get-Url.yml	https://review.docs.microsoft.com/en-us/rest/api/azure-sphere/image/get-url?branch=master
Content	docs-ref-autogen/azure-sphere/Image/List-Component-Ids.yml	https://review.docs.microsoft.com/en-us/rest/api/azure-sphere/image/list-component-ids?branch=master
Content	docs-ref-autogen/azure-sphere/Image/Upload.yml	https://review.docs.microsoft.com/en-us/rest/api/azure-sphere/image/upload?branch=master
Content	index.md	https://review.docs.microsoft.com/en-us/rest/api/azure-sphere/index?branch=master
Content	docs-ref-autogen/azure-sphere/Product.yml	https://review.docs.microsoft.com/en-us/rest/api/azure-sphere/product?branch=master
Content	docs-ref-autogen/azure-sphere/Product/Create.yml	https://review.docs.microsoft.com/en-us/rest/api/azure-sphere/product/create?branch=master
Content	docs-ref-autogen/azure-sphere/Product/Delete.yml	https://review.docs.microsoft.com/en-us/rest/api/azure-sphere/product/delete?branch=master
Content	docs-ref-autogen/azure-sphere/Product/Get.yml	https://review.docs.microsoft.com/en-us/rest/api/azure-sphere/product/get?branch=master
Content	docs-ref-autogen/azure-sphere/Product/Get-By-Name.yml	https://review.docs.microsoft.com/en-us/rest/api/azure-sphere/product/get-by-name?branch=master
Content	docs-ref-autogen/azure-sphere/Product/List.yml	https://review.docs.microsoft.com/en-us/rest/api/azure-sphere/product/list?branch=master
Content	docs-ref-autogen/azure-sphere/Product/List-Groups.yml	https://review.docs.microsoft.com/en-us/rest/api/azure-sphere/product/list-groups?branch=master
Content	docs-ref-autogen/azure-sphere/Product/Patch.yml	https://review.docs.microsoft.com/en-us/rest/api/azure-sphere/product/patch?branch=master
Content	docs-ref-autogen/azure-sphere/Tenants.yml	https://review.docs.microsoft.com/en-us/rest/api/azure-sphere/tenants?branch=master
Content	docs-ref-autogen/azure-sphere/Tenants/(Deprecated)_List_Certificate_Chains.yml	https://review.docs.microsoft.com/en-us/rest/api/azure-sphere/tenants/(deprecated)_list_certificate_chains?branch=master
Content	docs-ref-autogen/azure-sphere/Tenants/(Deprecated)_List_Certificates.yml	https://review.docs.microsoft.com/en-us/rest/api/azure-sphere/tenants/(deprecated)_list_certificates?branch=master
Content	docs-ref-autogen/azure-sphere/Tenants/Block-Legacy.yml	https://review.docs.microsoft.com/en-us/rest/api/azure-sphere/tenants/block-legacy?branch=master
Content	docs-ref-autogen/azure-sphere/Tenants/Create.yml	https://review.docs.microsoft.com/en-us/rest/api/azure-sphere/tenants/create?branch=master
Content	docs-ref-autogen/azure-sphere/Tenants/Get.yml	https://review.docs.microsoft.com/en-us/rest/api/azure-sphere/tenants/get?branch=master
Content	docs-ref-autogen/azure-sphere/Tenants/Get-Certificate.yml	https://review.docs.microsoft.com/en-us/rest/api/azure-sphere/tenants/get-certificate?branch=master
Content	docs-ref-autogen/azure-sphere/Tenants/Get-Certificate-Chain.yml	https://review.docs.microsoft.com/en-us/rest/api/azure-sphere/tenants/get-certificate-chain?branch=master
Content	docs-ref-autogen/azure-sphere/Tenants/Get-Proof-Of-Possession.yml	https://review.docs.microsoft.com/en-us/rest/api/azure-sphere/tenants/get-proof-of-possession?branch=master
Content	docs-ref-autogen/azure-sphere/Tenants/List-Certificate-Metadata.yml	https://review.docs.microsoft.com/en-us/rest/api/azure-sphere/tenants/list-certificate-metadata?branch=master
Content	docs-ref-autogen/azure-sphere/Tenants/Patch.yml	https://review.docs.microsoft.com/en-us/rest/api/azure-sphere/tenants/patch?branch=master
Toc	docs-ref-autogen/toc.md	https://review.docs.microsoft.com/en-us/rest/api/azure-sphere/toc.json?branch=master
